#     WAVE         LUM1         LUM10        LUM100      LUM1000      LUM5000     LUM10000
      3910.92    0.0217167    0.0104948   0.00172682  0.000188344  1.84700e-05  8.66971e-06
      3911.82    0.0216914    0.0105104   0.00173620  0.000191008  1.87289e-05  8.80623e-06
      3912.72    0.0217514    0.0104978   0.00173929  0.000190528  1.88427e-05  8.88681e-06
      3913.62    0.0217661    0.0104540   0.00173524  0.000187949  1.88230e-05  8.91192e-06
      3914.52    0.0217164    0.0103795   0.00172859  0.000184735  1.86863e-05  8.84963e-06
      3915.43    0.0216732    0.0102988   0.00172294  0.000181889  1.84179e-05  8.69072e-06
      3916.33    0.0216719    0.0102735   0.00171749  0.000180022  1.80361e-05  8.47957e-06
      3917.23    0.0217024    0.0103456   0.00171491  0.000179006  1.76101e-05  8.22609e-06
      3918.13    0.0217126    0.0103886   0.00171840  0.000177458  1.72171e-05  7.99126e-06
      3919.03    0.0216188    0.0103562   0.00172123  0.000175076  1.66441e-05  7.64941e-06
      3919.94    0.0214566    0.0102927   0.00172012  0.000172823  1.57512e-05  7.11333e-06
      3920.84    0.0213405    0.0102508   0.00172395  0.000171678  1.49805e-05  6.68806e-06
      3921.74    0.0212724    0.0102377   0.00172888  0.000172410  1.44598e-05  6.38694e-06
      3922.64    0.0211521    0.0102122   0.00173187  0.000175311  1.44204e-05  6.33821e-06
      3923.55    0.0209211    0.0101300   0.00173351  0.000178941  1.47032e-05  6.50309e-06
      3924.45    0.0207039    0.0100315   0.00173339  0.000180718  1.49041e-05  6.65821e-06
      3925.36    0.0206932    0.0100131   0.00172997  0.000178912  1.47395e-05  6.62133e-06
      3926.26    0.0208672    0.0100761   0.00172491  0.000173686  1.40773e-05  6.35140e-06
      3927.16    0.0209806    0.0100770   0.00171779  0.000165294  1.27450e-05  5.69031e-06
      3928.07    0.0211294    0.0101131   0.00170598  0.000155148  1.13827e-05  5.08418e-06
      3928.97    0.0212770    0.0100930   0.00169212  0.000143775  9.88293e-06  4.37473e-06
      3929.88    0.0214002    0.0100667   0.00167981  0.000129703  8.48121e-06  3.79091e-06
      3930.78    0.0214861    0.0100357   0.00166767  0.000114136  7.37550e-06  3.33706e-06
      3931.69    0.0212742   0.00988542   0.00165108  9.60181e-05  6.23823e-06  2.87708e-06
      3932.59    0.0205086   0.00959042   0.00161567  7.72856e-05  5.27347e-06  2.51006e-06
      3933.50    0.0192446   0.00925867   0.00156763  6.15350e-05  4.65604e-06  2.29186e-06
      3934.40    0.0182816   0.00903840   0.00153031  5.27766e-05  4.41602e-06  2.21436e-06
      3935.31    0.0186987   0.00902838   0.00152068  5.41469e-05  4.70831e-06  2.34605e-06
      3936.22    0.0201167   0.00926438   0.00154931  6.51800e-05  5.48102e-06  2.66684e-06
      3937.12    0.0209726   0.00958823   0.00158779  8.41260e-05  6.80464e-06  3.25413e-06
      3938.03    0.0213783   0.00991669   0.00163351  0.000104461  8.05334e-06  3.77774e-06
      3938.94    0.0214573    0.0100805   0.00166681  0.000123823  9.75194e-06  4.55477e-06
      3939.84    0.0214564    0.0101998   0.00168653  0.000140225  1.11374e-05  5.12868e-06
      3940.75    0.0214862    0.0103102   0.00170045  0.000152365  1.21924e-05  5.58229e-06
      3941.66    0.0215506    0.0103865   0.00170905  0.000159606  1.28456e-05  5.82587e-06
      3942.57    0.0215973    0.0104263   0.00171238  0.000162914  1.30003e-05  5.85112e-06
      3943.47    0.0215503    0.0104012   0.00171148  0.000163475  1.29003e-05  5.77762e-06
      3944.38    0.0213761    0.0102665   0.00170569  0.000163318  1.30586e-05  5.80338e-06
      3945.29    0.0211326    0.0100842   0.00169364  0.000165690  1.37406e-05  6.13459e-06
      3946.20    0.0208869    0.0100305   0.00167975  0.000169981  1.48052e-05  6.72262e-06
      3947.11    0.0207328    0.0100151   0.00167255  0.000172679  1.57632e-05  7.18871e-06
      3948.02    0.0207327    0.0100537   0.00166739  0.000173080  1.60951e-05  7.43985e-06
      3948.93    0.0207958    0.0100876   0.00166316  0.000171320  1.64216e-05  7.65416e-06
      3949.83    0.0208636    0.0101005   0.00165778  0.000170605  1.70010e-05  7.92965e-06
      3950.74    0.0208855    0.0100711   0.00165235  0.000171242  1.76223e-05  8.29937e-06
      3951.65    0.0208282    0.0100127   0.00164611  0.000171463  1.78254e-05  8.45625e-06
      3952.56    0.0207267   0.00996281   0.00163701  0.000171228  1.77238e-05  8.41393e-06
      3953.47    0.0206360   0.00994727   0.00162783  0.000171862  1.77250e-05  8.42119e-06
      3954.38    0.0205750   0.00997130   0.00162134  0.000173342  1.79796e-05  8.54703e-06
      3955.30    0.0205247    0.0100064   0.00161186  0.000173456  1.83096e-05  8.62803e-06
      3956.21    0.0204499   0.00994060   0.00159827  0.000170371  1.83399e-05  8.55047e-06
      3957.12    0.0203687   0.00982162   0.00157806  0.000165626  1.78400e-05  8.34519e-06
      3958.03    0.0203586   0.00979835   0.00154801  0.000163000  1.76620e-05  8.22160e-06
      3958.94    0.0203468   0.00981682   0.00152540  0.000164143  1.77186e-05  8.24884e-06
      3959.85    0.0203481   0.00983559   0.00149010  0.000163875  1.73514e-05  8.08318e-06
      3960.76    0.0202702   0.00975161   0.00144879  0.000158572  1.59553e-05  7.29407e-06
      3961.68    0.0201219   0.00958621   0.00140012  0.000149429  1.41650e-05  6.39351e-06
      3962.59    0.0199764   0.00942843   0.00134204  0.000138820  1.25036e-05  5.60039e-06
      3963.50    0.0197943   0.00930365   0.00128538  0.000128915  1.13146e-05  5.03465e-06
      3964.41    0.0195026   0.00916607   0.00122630  0.000120305  1.06659e-05  4.79469e-06
      3965.33    0.0191654   0.00897817   0.00114209  0.000110594  9.92520e-06  4.52182e-06
      3966.24    0.0188092   0.00872285   0.00105961  9.75602e-05  8.56041e-06  3.91373e-06
      3967.15    0.0180899   0.00832900  0.000960843  8.18930e-05  7.14106e-06  3.34500e-06
      3968.07    0.0166254   0.00777038  0.000856793  6.47348e-05  5.67603e-06  2.70530e-06
      3968.98    0.0148364   0.00708874  0.000783821  5.27235e-05  5.01833e-06  2.49540e-06
      3969.89    0.0139191   0.00652522  0.000718627  4.82690e-05  5.24602e-06  2.60602e-06
      3970.81    0.0139713   0.00629902  0.000684883  5.32752e-05  6.26193e-06  3.07203e-06
      3971.72    0.0147044   0.00647875  0.000691538  6.37783e-05  7.52655e-06  3.63437e-06
      3972.64    0.0158090   0.00696400  0.000729049  7.70698e-05  9.05702e-06  4.32501e-06
      3973.55    0.0170664   0.00763194  0.000792644  9.11591e-05  1.06092e-05  5.02876e-06
      3974.47    0.0181219   0.00827312  0.000882884  0.000104498  1.20353e-05  5.68956e-06
      3975.38    0.0187232   0.00870683  0.000983500  0.000116566  1.35643e-05  6.42776e-06
      3976.30    0.0191512   0.00902458   0.00107167  0.000127417  1.50071e-05  7.10059e-06
      3977.21    0.0193815   0.00916268   0.00116882  0.000137365  1.61591e-05  7.69141e-06
      3978.13    0.0195186   0.00928329   0.00124179  0.000146584  1.75663e-05  8.43601e-06
      3979.05    0.0196066   0.00934979   0.00129979  0.000155966  1.85913e-05  8.96946e-06
      3979.96    0.0197405   0.00947971   0.00136086  0.000164847  1.97229e-05  9.61193e-06
      3980.88    0.0198542   0.00961027   0.00140605  0.000170322  2.03583e-05  9.88678e-06
      3981.79    0.0199823   0.00972124   0.00144971  0.000172259  2.04214e-05  9.90559e-06
      3982.71    0.0200813   0.00977360   0.00148319  0.000171912  2.01367e-05  9.74757e-06
      3983.63    0.0200948   0.00978841   0.00150828  0.000171864  1.98892e-05  9.60093e-06
      3984.55    0.0200295   0.00979604   0.00153229  0.000173841  1.99077e-05  9.62097e-06
      3985.46    0.0199621   0.00980490   0.00155745  0.000177540  2.01809e-05  9.79889e-06
      3986.38    0.0199014   0.00984077   0.00158306  0.000181698  2.06423e-05  1.00676e-05
      3987.30    0.0197123   0.00993376   0.00160552  0.000185605  2.12809e-05  1.04351e-05
      3988.22    0.0195178    0.0100055   0.00162050  0.000189277  2.19462e-05  1.08267e-05
      3989.14    0.0200411    0.0100688   0.00163418  0.000191838  2.22154e-05  1.09507e-05
      3990.05    0.0201500    0.0100506   0.00164205  0.000193942  2.22041e-05  1.08860e-05
      3990.97    0.0201646    0.0100137   0.00165281  0.000196589  2.21127e-05  1.08483e-05
      3991.89    0.0201446   0.00996726   0.00166428  0.000200064  2.23368e-05  1.09580e-05
      3992.81    0.0200957   0.00993252   0.00167387  0.000204305  2.27850e-05  1.11677e-05
      3993.73    0.0200534   0.00994418   0.00168331  0.000207455  2.30547e-05  1.13222e-05
      3994.65    0.0200211   0.00997134   0.00168885  0.000207787  2.29601e-05  1.12696e-05
      3995.57    0.0200344    0.0100114   0.00169086  0.000204979  2.25460e-05  1.10484e-05
      3996.49    0.0200795    0.0100319   0.00169269  0.000199971  2.19823e-05  1.07513e-05
      3997.41    0.0200960   0.00998733   0.00169547  0.000195246  2.15670e-05  1.05127e-05
      3998.33    0.0201035   0.00993827   0.00169896  0.000194327  2.16603e-05  1.05872e-05
      3999.25    0.0201067   0.00991677   0.00170027  0.000198063  2.23785e-05  1.09539e-05
      4000.17    0.0200646   0.00990652   0.00170197  0.000205867  2.35556e-05  1.15668e-05
      4001.09    0.0198833   0.00986610   0.00169799  0.000212041  2.43212e-05  1.19692e-05
      4002.02    0.0197557   0.00983575   0.00169408  0.000215170  2.49030e-05  1.22994e-05
      4002.94    0.0197124   0.00980980   0.00169741  0.000215159  2.49711e-05  1.23818e-05
      4003.86    0.0197151   0.00979086   0.00169542  0.000211750  2.42883e-05  1.20936e-05
      4004.78    0.0197318   0.00978321   0.00168493  0.000204712  2.28615e-05  1.13039e-05
      4005.70    0.0197774   0.00979869   0.00167337  0.000197390  2.15001e-05  1.04996e-05
      4006.63    0.0198311   0.00983243   0.00166718  0.000194445  2.09463e-05  1.01851e-05
      4007.55    0.0198484   0.00987620   0.00166794  0.000197753  2.14892e-05  1.04753e-05
      4008.47    0.0198043   0.00989068   0.00167382  0.000205432  2.27234e-05  1.11590e-05
      4009.40    0.0197148   0.00984191   0.00168123  0.000213233  2.38298e-05  1.18390e-05
      4010.32    0.0196305   0.00979219   0.00168705  0.000217293  2.44695e-05  1.21561e-05
      4011.24    0.0195928   0.00978268   0.00169100  0.000218488  2.47196e-05  1.22851e-05
      4012.16    0.0197374   0.00985142   0.00169358  0.000218043  2.48060e-05  1.23485e-05
      4013.09    0.0199038   0.00993485   0.00169881  0.000217817  2.48885e-05  1.23940e-05
      4014.01    0.0198800   0.00993501   0.00170510  0.000218028  2.51135e-05  1.25000e-05
      4014.94    0.0198859   0.00996373   0.00170686  0.000219472  2.54005e-05  1.26430e-05
      4015.86    0.0198753   0.00997375   0.00170985  0.000220801  2.54863e-05  1.27172e-05
      4016.79    0.0198953    0.0100141   0.00171159  0.000221038  2.52928e-05  1.26348e-05
      4017.71    0.0199809    0.0100974   0.00171533  0.000221400  2.50773e-05  1.25336e-05
      4018.64    0.0200160    0.0101407   0.00172213  0.000223222  2.51416e-05  1.25938e-05
      4019.56    0.0199805    0.0101390   0.00172987  0.000226419  2.55081e-05  1.27735e-05
      4020.49    0.0199321    0.0101286   0.00173598  0.000229562  2.58670e-05  1.29213e-05
      4021.42    0.0198634    0.0100945   0.00173776  0.000230620  2.59012e-05  1.29439e-05
      4022.34    0.0198033    0.0100498   0.00173101  0.000228408  2.56362e-05  1.27994e-05
      4023.27    0.0197534   0.00997550   0.00171225  0.000224573  2.53231e-05  1.26341e-05
      4024.19    0.0193839   0.00974367   0.00169184  0.000219848  2.50344e-05  1.24642e-05
      4025.12    0.0187458   0.00940992   0.00167214  0.000217600  2.49509e-05  1.23844e-05
      4026.05    0.0181586   0.00915638   0.00165820  0.000219333  2.52622e-05  1.24918e-05
      4026.97    0.0179246   0.00910388   0.00165364  0.000224575  2.58916e-05  1.28451e-05
      4027.90    0.0181769   0.00926673   0.00165900  0.000229982  2.66335e-05  1.32896e-05
      4028.83    0.0187376   0.00951709   0.00166964  0.000230061  2.68297e-05  1.33478e-05
      4029.76    0.0193157   0.00973902   0.00168059  0.000224026  2.59070e-05  1.28478e-05
      4030.69    0.0196856   0.00984537   0.00168833  0.000213958  2.40326e-05  1.17737e-05
      4031.61    0.0198744   0.00987836   0.00169161  0.000204745  2.21684e-05  1.07096e-05
      4032.54    0.0199533   0.00988775   0.00169437  0.000199876  2.10182e-05  1.00527e-05
      4033.47    0.0199447   0.00987849   0.00170024  0.000199644  2.06710e-05  9.78234e-06
      4034.40    0.0199087   0.00987534   0.00170780  0.000203157  2.10276e-05  9.93844e-06
      4035.33    0.0198922   0.00989923   0.00171680  0.000209101  2.19716e-05  1.04730e-05
      4036.26    0.0199641   0.00999097   0.00172595  0.000217324  2.37205e-05  1.15151e-05
      4037.19    0.0199895    0.0100792   0.00173215  0.000225908  2.55015e-05  1.24877e-05
      4038.12    0.0199012    0.0100989   0.00174084  0.000233188  2.70292e-05  1.34419e-05
      4039.05    0.0198414    0.0101079   0.00174805  0.000235420  2.74402e-05  1.36369e-05
      4039.98    0.0197831    0.0100914   0.00174823  0.000233745  2.69019e-05  1.33929e-05
      4040.91    0.0197860    0.0100714   0.00174386  0.000230283  2.61708e-05  1.30264e-05
      4041.84    0.0198641    0.0101006   0.00173770  0.000228597  2.60397e-05  1.29056e-05
      4042.77    0.0198766    0.0100857   0.00173163  0.000227450  2.57256e-05  1.27138e-05
      4043.70    0.0198360    0.0100278   0.00172380  0.000222876  2.45787e-05  1.20012e-05
      4044.63    0.0197986   0.00994556   0.00171027  0.000213545  2.24458e-05  1.07249e-05
      4045.56    0.0197838   0.00985119   0.00169290  0.000203348  2.00127e-05  9.34649e-06
      4046.49    0.0197900   0.00978972   0.00168168  0.000199158  1.89275e-05  8.69499e-06
      4047.43    0.0198084   0.00980462   0.00168460  0.000204778  2.01989e-05  9.35481e-06
      4048.36    0.0198389   0.00988098   0.00169827  0.000216447  2.27030e-05  1.08555e-05
      4049.29    0.0198784   0.00996441   0.00171344  0.000226145  2.49208e-05  1.20562e-05
      4050.22    0.0199006    0.0100414   0.00172531  0.000231416  2.61721e-05  1.29600e-05
      4051.16    0.0198880    0.0100883   0.00172946  0.000230663  2.64748e-05  1.32312e-05
      4052.09    0.0199078    0.0100683   0.00172458  0.000227222  2.62506e-05  1.31862e-05
      4053.02    0.0199435    0.0100093   0.00171665  0.000221525  2.55848e-05  1.28330e-05
      4053.96    0.0199135   0.00994601   0.00170512  0.000215581  2.48153e-05  1.24423e-05
      4054.89    0.0199281   0.00993297   0.00169656  0.000210969  2.41962e-05  1.20703e-05
      4055.82    0.0199692   0.00995627   0.00169529  0.000208812  2.37050e-05  1.17461e-05
      4056.76    0.0199563   0.00997012   0.00169626  0.000207593  2.31666e-05  1.14241e-05
      4057.69    0.0198863   0.00995592   0.00169630  0.000207025  2.26838e-05  1.11130e-05
      4058.62    0.0198177   0.00994087   0.00169540  0.000208509  2.26179e-05  1.10405e-05
      4059.56    0.0197833   0.00995731   0.00169412  0.000212878  2.32160e-05  1.13802e-05
      4060.49    0.0197787   0.00999661   0.00169312  0.000218339  2.41651e-05  1.18687e-05
      4061.43    0.0197795    0.0100053   0.00169065  0.000220726  2.44941e-05  1.19706e-05
      4062.36    0.0197447   0.00993885   0.00168169  0.000216654  2.34099e-05  1.13830e-05
      4063.30    0.0196908   0.00982075   0.00166772  0.000207357  2.15174e-05  1.02034e-05
      4064.24    0.0196281   0.00967512   0.00165724  0.000201414  2.04179e-05  9.54620e-06
      4065.17    0.0193094   0.00959504   0.00164684  0.000202451  2.04364e-05  9.59173e-06
      4066.11    0.0184880   0.00949611   0.00162648  0.000205186  2.14106e-05  1.01199e-05
      4067.04    0.0185140   0.00948714   0.00161499  0.000206222  2.22460e-05  1.07419e-05
      4067.98    0.0186789   0.00945133   0.00161593  0.000206259  2.30658e-05  1.13234e-05
      4068.92    0.0186363   0.00942746   0.00162010  0.000207997  2.39570e-05  1.17989e-05
      4069.85    0.0185472   0.00942231   0.00162449  0.000210317  2.43436e-05  1.19667e-05
      4070.79    0.0184883   0.00937074   0.00161967  0.000208613  2.36713e-05  1.15994e-05
      4071.73    0.0185161   0.00929482   0.00160684  0.000203606  2.25882e-05  1.09048e-05
      4072.67    0.0186147   0.00924584   0.00159685  0.000200281  2.20962e-05  1.06038e-05
      4073.60    0.0186646   0.00925045   0.00159323  0.000200826  2.25990e-05  1.09294e-05
      4074.54    0.0186311   0.00928327   0.00159278  0.000202992  2.34878e-05  1.14407e-05
      4075.48    0.0185929   0.00928552   0.00159119  0.000201690  2.35079e-05  1.15409e-05
      4076.42    0.0185696   0.00923482   0.00158263  0.000193341  2.21734e-05  1.09190e-05
      4077.36    0.0185611   0.00916427   0.00156820  0.000182535  2.06357e-05  1.00733e-05
      4078.30    0.0185985   0.00911811   0.00155808  0.000176693  2.00226e-05  9.86168e-06
      4079.24    0.0186600   0.00913704   0.00155041  0.000178488  2.09172e-05  1.03183e-05
      4080.18    0.0187303   0.00925819   0.00155287  0.000188859  2.30563e-05  1.15417e-05
      4081.11    0.0187793   0.00936792   0.00156565  0.000199309  2.48315e-05  1.25152e-05
      4082.06    0.0187865   0.00944850   0.00157193  0.000205537  2.59209e-05  1.31421e-05
      4082.99    0.0187775   0.00946046   0.00156847  0.000204764  2.56502e-05  1.30111e-05
      4083.94    0.0187642   0.00941825   0.00155692  0.000199790  2.48509e-05  1.25330e-05
      4084.88    0.0186801   0.00936536   0.00154339  0.000194564  2.41370e-05  1.21690e-05
      4085.82    0.0186267   0.00932554   0.00152583  0.000191922  2.41487e-05  1.21736e-05
      4086.76    0.0185118   0.00928207   0.00150870  0.000193344  2.49607e-05  1.26822e-05
      4087.70    0.0183562   0.00924948   0.00149459  0.000197055  2.60666e-05  1.33250e-05
      4088.64    0.0181609   0.00918358   0.00148125  0.000200754  2.70717e-05  1.38872e-05
      4089.58    0.0179785   0.00909932   0.00147032  0.000202308  2.75888e-05  1.41604e-05
      4090.52    0.0178770   0.00903489   0.00145441  0.000200616  2.73824e-05  1.40027e-05
      4091.47    0.0179140   0.00899903   0.00142404  0.000196677  2.66774e-05  1.36138e-05
      4092.41    0.0181656   0.00904595   0.00138824  0.000192403  2.59778e-05  1.32249e-05
      4093.35    0.0183244   0.00907311   0.00134445  0.000189580  2.57851e-05  1.30948e-05
      4094.29    0.0182130   0.00901508   0.00129553  0.000186498  2.54644e-05  1.29295e-05
      4095.24    0.0179172   0.00886282   0.00124783  0.000180199  2.47847e-05  1.25783e-05
      4096.18    0.0174147   0.00858129   0.00117725  0.000171852  2.37406e-05  1.20094e-05
      4097.12    0.0168357   0.00824543   0.00111478  0.000162244  2.26214e-05  1.14380e-05
      4098.07    0.0163028   0.00796010   0.00103584  0.000154567  2.22771e-05  1.12456e-05
      4099.01    0.0158119   0.00768736  0.000959209  0.000147146  2.17212e-05  1.10751e-05
      4099.95    0.0150977   0.00728475  0.000881665  0.000135950  2.07034e-05  1.06957e-05
      4100.90    0.0142841   0.00679356  0.000798922  0.000122626  1.93368e-05  1.00338e-05
      4101.84    0.0134508   0.00628634  0.000740738  0.000111939  1.82389e-05  9.55110e-06
      4102.79    0.0129766   0.00598094  0.000716415  0.000108143  1.81993e-05  9.52690e-06
      4103.73    0.0132840   0.00611567  0.000726525  0.000114155  1.93930e-05  1.01598e-05
      4104.68    0.0143339   0.00666444  0.000771540  0.000126334  2.11315e-05  1.10031e-05
      4105.62    0.0155256   0.00729303  0.000844552  0.000140025  2.27946e-05  1.17656e-05
      4106.57    0.0164493   0.00780918  0.000924547  0.000152095  2.40552e-05  1.23592e-05
      4107.51    0.0170793   0.00820866   0.00100658  0.000160463  2.46936e-05  1.26457e-05
      4108.46    0.0174233   0.00843980   0.00109251  0.000165334  2.47541e-05  1.26887e-05
      4109.40    0.0176813   0.00859413   0.00115658  0.000167973  2.44969e-05  1.25146e-05
      4110.35    0.0178596   0.00870607   0.00121411  0.000170410  2.41448e-05  1.22347e-05
      4111.30    0.0180061   0.00878779   0.00126528  0.000173501  2.39112e-05  1.19884e-05
      4112.25    0.0181406   0.00886960   0.00130387  0.000178085  2.40506e-05  1.19944e-05
      4113.19    0.0182178   0.00896484   0.00134640  0.000183181  2.44432e-05  1.21946e-05
      4114.14    0.0181365   0.00900457   0.00137298  0.000188640  2.51720e-05  1.26021e-05
      4115.09    0.0181226   0.00905410   0.00140221  0.000194076  2.58252e-05  1.29609e-05
      4116.03    0.0180572   0.00905010   0.00142802  0.000199023  2.62719e-05  1.32196e-05
      4116.98    0.0180063   0.00905805   0.00145050  0.000201134  2.62352e-05  1.31568e-05
      4117.93    0.0179838   0.00904838   0.00146571  0.000199459  2.56366e-05  1.27888e-05
      4118.88    0.0179279   0.00901878   0.00146849  0.000196090  2.47732e-05  1.23399e-05
      4119.83    0.0179267   0.00901988   0.00147338  0.000193573  2.42840e-05  1.20526e-05
      4120.77    0.0179383   0.00901098   0.00148292  0.000193559  2.42645e-05  1.20601e-05
      4121.72    0.0179419   0.00899655   0.00149255  0.000194850  2.44796e-05  1.22095e-05
      4122.67    0.0180181   0.00903405   0.00150067  0.000196096  2.46548e-05  1.23245e-05
      4123.62    0.0181543   0.00910270   0.00150819  0.000197853  2.47454e-05  1.24002e-05
      4124.57    0.0182503   0.00915591   0.00151853  0.000200610  2.49452e-05  1.25304e-05
      4125.52    0.0182799   0.00919169   0.00153138  0.000203146  2.52569e-05  1.26954e-05
      4126.47    0.0182756   0.00918221   0.00153605  0.000203576  2.53312e-05  1.27284e-05
      4127.42    0.0182613   0.00911372   0.00152622  0.000201125  2.50055e-05  1.25668e-05
      4128.37    0.0182480   0.00905306   0.00151283  0.000197441  2.45645e-05  1.23059e-05
      4129.32    0.0182283   0.00900338   0.00150578  0.000195837  2.42416e-05  1.21362e-05
      4130.27    0.0182757   0.00896866   0.00150336  0.000195831  2.39949e-05  1.19635e-05
      4131.23    0.0183014   0.00897762   0.00150331  0.000195832  2.34686e-05  1.15361e-05
      4132.18    0.0183214   0.00902487   0.00150744  0.000194155  2.26772e-05  1.10393e-05
      4133.13    0.0182376   0.00899537   0.00151200  0.000191392  2.19267e-05  1.05065e-05
      4134.08    0.0181506   0.00899911   0.00152230  0.000192681  2.19167e-05  1.05379e-05
      4135.03    0.0181524   0.00906341   0.00153611  0.000198543  2.28678e-05  1.11521e-05
      4135.98    0.0182121   0.00913463   0.00154859  0.000206200  2.42913e-05  1.19363e-05
      4136.94    0.0182599   0.00919849   0.00156054  0.000212960  2.53695e-05  1.25834e-05
      4137.89    0.0182547   0.00922415   0.00157038  0.000217621  2.61657e-05  1.30231e-05
      4138.84    0.0182385   0.00922765   0.00157989  0.000221427  2.65703e-05  1.32138e-05
      4139.80    0.0181845   0.00922287   0.00158727  0.000224964  2.67553e-05  1.33055e-05
      4140.75    0.0181169   0.00922037   0.00158748  0.000226140  2.65988e-05  1.31727e-05
      4141.70    0.0181095   0.00919492   0.00157836  0.000222215  2.55721e-05  1.25721e-05
      4142.66    0.0180790   0.00909988   0.00156119  0.000213246  2.36286e-05  1.14759e-05
      4143.61    0.0179708   0.00896827   0.00154310  0.000204132  2.18784e-05  1.04484e-05
      4144.56    0.0178730   0.00887187   0.00153285  0.000200484  2.14167e-05  1.01509e-05
      4145.52    0.0178539   0.00886028   0.00153394  0.000203314  2.22875e-05  1.06014e-05
      4146.47    0.0179338   0.00894856   0.00154485  0.000209812  2.38111e-05  1.14268e-05
      4147.43    0.0180455   0.00904903   0.00155722  0.000215193  2.48338e-05  1.21038e-05
      4148.38    0.0180995   0.00913348   0.00156326  0.000215999  2.50520e-05  1.22305e-05
      4149.34    0.0181356   0.00917527   0.00156193  0.000214026  2.46659e-05  1.20351e-05
      4150.29    0.0181621   0.00916466   0.00155803  0.000211660  2.41687e-05  1.17498e-05
      4151.25    0.0181785   0.00917341   0.00156075  0.000210764  2.39784e-05  1.16262e-05
      4152.21    0.0182055   0.00915305   0.00156633  0.000210985  2.38341e-05  1.15740e-05
      4153.16    0.0181909   0.00914288   0.00157024  0.000209880  2.36605e-05  1.15100e-05
      4154.12    0.0181949   0.00915740   0.00157322  0.000207403  2.33850e-05  1.13940e-05
      4155.08    0.0181564   0.00913949   0.00157121  0.000203819  2.30859e-05  1.12481e-05
      4156.03    0.0181392   0.00913759   0.00156649  0.000201247  2.28965e-05  1.11630e-05
      4156.99    0.0180880   0.00913315   0.00156454  0.000201918  2.31423e-05  1.13424e-05
      4157.95    0.0180540   0.00914593   0.00156820  0.000205061  2.37209e-05  1.16694e-05
      4158.90    0.0180920   0.00918518   0.00157534  0.000209876  2.45195e-05  1.21313e-05
      4159.86    0.0181191   0.00920089   0.00158099  0.000213944  2.54624e-05  1.26433e-05
      4160.82    0.0180867   0.00917370   0.00158290  0.000216195  2.60341e-05  1.29593e-05
      4161.78    0.0180350   0.00914412   0.00158280  0.000217403  2.64568e-05  1.32127e-05
      4162.74    0.0180326   0.00914597   0.00158316  0.000218954  2.68362e-05  1.34248e-05
      4163.70    0.0180548   0.00918396   0.00158469  0.000221152  2.70668e-05  1.35354e-05
      4164.65    0.0180718   0.00923417   0.00158550  0.000222984  2.70300e-05  1.34463e-05
      4165.61    0.0181058   0.00927074   0.00158604  0.000223086  2.65613e-05  1.31177e-05
      4166.57    0.0181184   0.00927209   0.00158555  0.000220948  2.56998e-05  1.26205e-05
      4167.53    0.0180163   0.00921474   0.00158036  0.000218362  2.49755e-05  1.22108e-05
      4168.49    0.0178363   0.00912757   0.00157288  0.000217737  2.48792e-05  1.21840e-05
      4169.45    0.0177399   0.00908011   0.00156886  0.000218241  2.51450e-05  1.23454e-05
      4170.41    0.0177456   0.00906009   0.00156856  0.000216994  2.52822e-05  1.24663e-05
      4171.37    0.0177753   0.00902905   0.00156210  0.000210852  2.45388e-05  1.21839e-05
      4172.33    0.0177420   0.00897020   0.00154915  0.000199532  2.30966e-05  1.14262e-05
      4173.29    0.0177742   0.00893913   0.00153682  0.000190359  2.20239e-05  1.08682e-05
      4174.25    0.0178394   0.00891211   0.00153336  0.000187892  2.18058e-05  1.07022e-05
      4175.22    0.0178440   0.00894861   0.00154069  0.000192278  2.25444e-05  1.09924e-05
      4176.18    0.0177268   0.00898106   0.00155022  0.000198179  2.32347e-05  1.13991e-05
      4177.14    0.0176363   0.00898843   0.00155202  0.000199146  2.35744e-05  1.15552e-05
      4178.10    0.0176520   0.00894221   0.00154123  0.000198237  2.36006e-05  1.16036e-05
      4179.06    0.0177027   0.00890835   0.00153113  0.000197968  2.39419e-05  1.18474e-05
      4180.02    0.0176938   0.00891503   0.00152806  0.000200604  2.43828e-05  1.20141e-05
      4180.99    0.0176010   0.00892914   0.00153350  0.000204571  2.44347e-05  1.20296e-05
      4181.95    0.0175285   0.00894491   0.00154155  0.000206706  2.40985e-05  1.18414e-05
      4182.91    0.0175259   0.00897422   0.00155074  0.000208080  2.39332e-05  1.17492e-05
      4183.88    0.0175208   0.00898878   0.00155939  0.000210008  2.44984e-05  1.21556e-05
      4184.84    0.0175241   0.00901354   0.00157059  0.000212693  2.53642e-05  1.26299e-05
      4185.80    0.0175045   0.00901786   0.00158039  0.000214370  2.57046e-05  1.27835e-05
      4186.77    0.0174636   0.00899202   0.00157857  0.000213225  2.51529e-05  1.24631e-05
      4187.73    0.0174511   0.00896618   0.00157069  0.000210888  2.43781e-05  1.19713e-05
      4188.70    0.0174714   0.00894518   0.00156514  0.000210485  2.41518e-05  1.18278e-05
      4189.66    0.0174481   0.00891444   0.00155670  0.000212573  2.45836e-05  1.20794e-05
      4190.63    0.0173690   0.00887306   0.00154558  0.000215293  2.52386e-05  1.24322e-05
      4191.59    0.0172549   0.00883026   0.00153990  0.000217439  2.56746e-05  1.26898e-05
